MOFname,CO2_uptake_P0.15bar_T298K [mmol/g],CO2_uptake_error_P0.15bar_T298K [mmol/g],heat_adsorption_CO2_P0.15bar_T298K [kcal/mol],heat_adsorption_error_CO2_P0.15bar_T298K [kcal/mol],excess_CO2_uptake_P0.15bar_T298K [mmol/g],CO2_uptake_P0.10bar_T363K [mmol/g],CO2_uptake_error_P0.10bar_T363K [mmol/g],heat_adsorption_CO2_P0.10bar_T363K [kcal/mol],heat_adsorption_error_CO2_P0.10bar_T363K [kcal/mol],excess_CO2_uptake_P0.10bar_T363K [mmol/g],CO2_uptake_P0.70bar_T413K [mmol/g],CO2_uptake_error_P0.70bar_T413K [mmol/g],heat_adsorption_CO2_P0.70bar_T413K [kcal/mol],heat_adsorption_error_CO2_P0.70bar_T413K [kcal/mol],excess_CO2_uptake_P0.70bar_T413K [mmol/g],working_capacity_vacuum_swing [mmol/g],working_capacity_temperature_swing [mmol/g],CO2_binary_uptake_P0.15bar_T298K [mmol/g],CO2_binary_uptake_error_P0.15bar_T298K [mmol/g],heat_adsorption_CO2_binary_P0.15bar_T298K [kcal/mol],heat_adsorption_error_CO2_binary_P0.15bar_T298K [kcal/mol],excess_CO2_binary_uptake_P0.15bar_T298K [mmol/g],N2_binary_uptake_P0.85bar_T298K [mmol/g],N2_binary_uptake_error_P0.85bar_T298K [mmol/g],heat_adsorption_N2_binary_P0.85bar_T298K [kcal/mol],heat_adsorption_error_N2_binary_P0.85bar_T298K [kcal/mol],excess_N2_binary_uptake_P0.85bar_T298K [mmol/g],CO2/N2_selectivity,volume [A^3],weight [u],surface_area [m^2/g],void_fraction,void_volume [cm^3/g],largest_free_sphere_diameter(PLD)[A],largest_included_sphere_along_free_sphere_path_diameter(LCD)[A],largest_included_sphere_diameter(GLD)[A],functional_groups,metal_linker,organic_linker1,organic_linker2,topology
str_m2_o10_o29_pcu_sym.63,3.394064,1.157418,7.258909,4.546871,3.393719,0.52968,0.082905,6.941999,1.947294,0.529492,0.989023,0.243006,6.638565,2.858931,0.987863,2.864384,2.405041,3.293706,0.027328,7.11848,0.174209,3.293362,0.444407,0.007707,4.137701,0.198446,0.443104,37.55141211,1741.785026,1076.552699,1691.77,0.23359,0.2276,5.33939,4.55713,5.33887,F-Cl,2,10,29,pcu
str_m5_o10_o29_sra_sym.184,3.378665,0.043895,7.32633,0.275276,3.378458,0.514756,0.103124,7.247094,2.614685,0.514643,0.970369,0.314112,7.168984,4.10992,0.96967,2.863909,2.408296,3.193501,0.050858,7.088389,0.32446,3.193293,0.274249,0.008864,4.170775,0.308727,0.273513,58.9989574,3427.909478,2224.810304,1319.26,0.1905,0.1768,5.42845,3.98856,5.2953,HCO-F,9,10,29,sra
str_m5_o1_o18_sra_sym.87,3.328087,0.10138,8.574768,0.763681,3.328087,0.464242,0.091609,7.424046,2.645298,0.464242,0.763024,0.22323,7.438083,3.871952,0.763024,2.863845,2.565063,3.717066,0.1648,7.615264,0.94214,3.717066,0.174641,0.004612,4.715475,0.64895,0.174641,107.8391351,2218.453023,1476.527613,0,0.14636,0.1324,4.37313,2.88812,4.37313,F-NO2,9,1,18,sra
str_m2_o14_o16_pcu_sym.19,3.226229,0.487713,7.304356,2.029375,3.225777,0.362612,0.069354,6.567256,2.236199,0.362365,0.810692,0.207716,6.559038,2.940557,0.80917,2.863617,2.415537,2.560573,0.606281,6.476309,2.78643,2.560122,0.406745,0.096307,4.236238,1.725643,0.404819,31.89607707,1333.441922,835.80348,1328.17,0.20163,0.1937,6.38102,4.67566,6.338,Et-OEt,2,14,16,pcu
str_m4_o22_o22_acs_sym.21,3.203923,0.045664,8.220206,0.347967,3.203734,0.340779,0.078141,7.080176,2.916151,0.340676,0.699414,0.252856,8.08248,5.25062,0.698777,2.863144,2.504509,2.604434,0.046211,8.145841,0.465252,2.604245,0.258314,0.007765,4.953644,0.45198,0.25753,51.08433509,4131.221455,3222.3396,662.58,0.13533,0.1045,5.97388,4.35813,5.97388,NO2,4,22,22,acs
str_m5_o4_o16_sra_sym.85,3.484349,0.053593,8.497558,0.398797,3.484349,0.621231,0.115,7.948059,2.675557,0.621231,0.894178,0.275198,7.864473,4.335662,0.894178,2.863118,2.590171,3.116019,0.100467,7.968579,0.764193,3.116019,0.195771,0.016237,5.305155,1.269066,0.195771,80.64437327,1861.703728,1279.8679,0,0.13436,0.1177,4.23851,3.21258,4.23851,Cl,9,4,16,sra
str_m5_o10_o29_sra_sym.51,3.9205,0.023614,7.076655,0.150877,3.920261,1.05757,0.309402,9.024194,4.858154,1.057439,1.454782,0.473655,8.644608,5.094681,1.453976,2.86293,2.465718,3.54463,0.016723,8.128719,0.203782,3.544391,0.315143,0.001365,4.359504,0.392933,0.314223,56.98828363,3409.766854,1985.2772,1056.69,0.16623,0.1719,5.09545,4.49542,5.09531,OMe-Et,9,10,29,sra
str_m3_o10_o29_pcu_sym.124,3.294468,1.254104,6.631763,4.598166,3.293615,0.432466,0.047171,6.316669,1.2206,0.431999,0.996228,0.211361,6.403219,2.368779,0.993356,2.862002,2.29824,3.64049,0.452985,7.104273,1.620592,3.639637,0.466643,0.058064,3.524213,0.729662,0.463034,39.5273246,1827.789315,903.3878,2759.4,0.29741,0.3624,6.47425,5.14786,6.47338,H,3,10,29,pcu
str_m2_o10_o29_pcu_sym.193,3.352638,0.000227,7.590107,0.001212,3.352574,0.49175,0.087971,7.453858,2.408799,0.491716,0.846558,0.184511,7.240815,2.798578,0.846346,2.860888,2.50608,2.959521,0.800641,6.835795,3.378173,2.959458,0.217741,0.058906,5.28201,2.53748,0.217541,68.86579193,1747.801583,1171.8866,456.07,0.13428,0.1206,4.58196,3.39892,4.3759,HCO-SO3H,2,10,29,pcu
str_m4_o22_o22_acs_sym.32,3.309964,0.074881,8.495869,0.583128,3.309777,0.44923,0.133431,6.714124,3.559965,0.449128,0.946314,0.363385,7.654591,5.248425,0.945685,2.860734,2.36365,2.719807,0.035717,7.870528,0.305574,2.719621,0.254473,0.013641,4.680755,0.669145,0.253698,54.15252489,4155.572615,3218.38736,665.32,0.13307,0.1035,5.93603,4.23998,5.93603,COOH,4,22,22,acs
str_m3_o40_o41_fof_sym.204,3.175917,0.056902,7.194148,0.431905,3.175324,0.315591,0.085637,6.901784,3.354167,0.315266,0.757601,0.289844,6.469804,4.322467,0.755605,2.860326,2.418316,2.812119,0.013488,7.188802,0.107775,2.811526,0.265914,0.007518,4.214008,0.644512,0.263256,53.58149477,7683.233695,5130.95088,1326.13,0.25299,0.2281,7.79093,3.5071,7.45729,NO2,3,40,41,fof
str_m5_o16_o18_sra_sym.46,3.685017,0.082571,9.430593,0.641675,3.685017,0.825476,0.235834,9.104708,4.790154,0.825476,1.288836,0.409736,9.129111,5.282671,1.288836,2.859541,2.396181,3.301473,0.00915,7.812736,0.062552,3.301473,0.135813,0.009837,5.48165,0.987334,0.135813,123.1654054,2209.999007,1582.60236,0,0.08505,0.0715,3.91796,2.4334,3.85954,H-Br,9,16,18,sra
str_m3_o10_o29_pcu_sym.176,3.533574,0.836663,6.863408,2.969741,3.533136,0.674156,0.112058,7.011491,2.091095,0.673916,1.15823,0.308549,7.510624,3.564336,1.156755,2.859418,2.375344,3.005534,1.017517,6.608284,4.073474,3.005096,0.409405,0.138603,4.733058,2.803766,0.407526,37.19553726,1820.185745,987.54728,1232.33,0.20799,0.2309,6.57375,5.10054,6.57375,Pr,3,10,29,pcu
str_m3_o14_o18_pcu_sym.47,3.485567,0.066848,8.036583,0.448847,3.485567,0.626675,0.160567,7.649958,3.550507,0.626675,0.964659,0.275598,7.547727,3.843739,0.964659,2.858892,2.520908,2.835683,0.00776,7.055893,0.060722,2.835683,0.226035,0.003881,4.5564,0.347341,0.226035,63.56299039,1505.248683,985.5281,0,0.15125,0.1391,5.61339,3.19936,5.61339,Et-HCO,3,14,18,pcu
str_m3_o41_o41_fof_sym.65,3.374719,0.008697,6.774077,0.054565,3.374111,0.51584,0.115377,6.929074,2.77693,0.515507,0.985655,0.30128,7.05791,3.812981,0.983608,2.858879,2.389064,3.125238,0.023672,6.640729,0.148639,3.12463,0.339128,0.004183,4.025843,0.331123,0.3364,46.69192517,3819.033328,2391.90696,1288.15,0.23535,0.2263,9.55329,3.91918,8.8767,OMe,3,41,41,fof
str_m3_o14_o18_pcu_sym.99,3.160458,0.00273,7.15249,0.020123,3.160264,0.302391,0.044346,7.399737,1.958779,0.302284,0.666206,0.141343,7.418451,2.799565,0.665553,2.858067,2.494252,3.405863,0.051267,7.440795,0.326065,3.405669,0.190425,0.014359,4.219015,0.615793,0.189634,90.62031001,1530.746507,999.55314,898.52,0.15075,0.139,6.08991,3.78192,5.80105,OMe-H,3,14,18,pcu
str_m5_o4_o16_sra_sym.10,3.244035,0.026117,8.03241,0.192807,3.244035,0.386027,0.08077,7.464523,2.821806,0.386027,0.773278,0.16406,7.999601,3.046159,0.773278,2.858008,2.470757,3.063273,0.044973,7.726504,0.318505,3.063273,0.151676,0.000722,4.750101,0.033116,0.151676,102.3272185,1868.050904,1368.7699,0,0.13528,0.1112,4.369,2.98745,4.08178,Br-Cl,9,4,16,sra
str_m3_o10_o29_pcu_sym.140,3.218508,0.95645,7.019591,3.820085,3.218242,0.362335,0.040791,7.041184,1.422956,0.36219,0.61758,0.108542,7.153684,2.22608,0.616685,2.856173,2.600928,2.687277,0.838343,7.188419,4.115621,2.687011,0.292784,0.091339,4.234109,2.272323,0.291726,46.50369146,1818.859931,1059.43616,1066.98,0.19093,0.1974,5.19305,4.3164,5.06163,OH-OMe,3,10,29,pcu
str_m5_o13_o16_sra_sym.34,3.142973,0.001575,7.190395,0.030471,3.142636,0.287367,0.047766,6.494699,1.919293,0.287182,0.870475,0.264223,6.925578,3.706132,0.86934,2.855606,2.272498,3.012067,0.042978,7.560279,0.411173,3.01173,0.322867,0.014949,4.614226,1.597666,0.321678,47.26757292,2419.41963,1381.48464,2042.37,0.22749,0.2399,5.28722,3.76927,5.28722,COOH-Cl,9,13,16,sra
str_m3_o40_o41_fof_sym.37,3.396932,0.046272,6.801051,0.275554,3.396013,0.541642,0.163246,6.659835,3.579601,0.541139,0.975019,0.373024,6.221135,4.132195,0.971925,2.85529,2.421913,3.066534,0.133022,6.713712,0.832634,3.065615,0.369416,0.01986,3.819376,0.482614,0.365243,42.05856162,7632.792035,4335.65232,1806.52,0.28789,0.3052,7.6664,5.88028,7.6664,OPr,3,40,41,fof
str_m5_o18_o24_sra_sym.19,3.246218,0.021048,8.317416,0.151876,3.246218,0.391153,0.034294,8.196165,1.310707,0.391153,0.735184,0.194004,7.180228,3.35636,0.735184,2.855065,2.511034,2.585779,0.018539,7.580929,0.146673,2.585779,0.170806,0.003181,4.641337,0.259039,0.170806,76.7026935,2112.689482,1364.66908,0,0.11981,0.1117,3.94965,3.12468,3.94965,COOH,9,18,24,sra
str_m5_o13_o18_sra_sym.69,3.598833,0.032838,7.353221,0.204034,3.598833,0.74457,0.200205,7.436552,3.611247,0.74457,1.272072,0.459886,7.673633,4.955003,1.272072,2.854263,2.326761,3.311205,0.048076,7.953467,0.347371,3.311205,0.21523,0.003362,4.964063,1.237851,0.21523,77.94811132,2510.871619,1536.77112,0,0.13537,0.1332,4.70522,2.29324,4.11734,HCO-CN,9,13,18,sra
str_m3_o1_o13_pcu_sym.220,3.089861,0.008385,7.799943,0.066509,3.089656,0.235676,0.025706,7.067355,1.38436,0.235564,0.515759,0.107915,6.639247,2.434875,0.51507,2.854185,2.574102,2.83652,0.00399,7.060427,0.032477,2.836315,0.180779,0.001663,4.191293,0.086868,0.179963,79.49873234,1330.915334,965.40956,969.42,0.16711,0.1387,5.27762,3.58487,5.18318,HCO-SO3H,3,1,13,pcu
str_m3_o40_o41_fof_sym.14,3.230127,0.074364,6.584894,0.472707,3.228834,0.376831,0.093591,6.546899,2.893717,0.376123,0.845283,0.321774,6.15716,4.062844,0.840929,2.853296,2.384844,2.992053,0.108533,6.093565,0.61858,2.99076,0.440039,0.003097,3.605083,0.18283,0.434127,34.45089003,7652.67071,3931.07776,2393.6,0.36467,0.4275,8.81578,4.2387,8.81578,NH2,3,40,41,fof
str_m2_o41_o41_fof_sym.62,3.308184,0.120107,7.134567,0.801953,3.307512,0.454913,0.105579,6.805133,2.82391,0.454545,0.918614,0.290219,6.347743,3.492322,0.916354,2.853271,2.38957,3.034459,0.153684,7.210677,1.067605,3.033788,0.319899,0.010872,4.317479,0.589284,0.316861,48.06077001,3898.222189,2380.90296,1329.5,0.24193,0.2385,10.00619,3.63888,10.00619,H-OMe,2,41,41,fof
str_m2_o14_o22_pcu_sym.69,3.212896,0.016875,7.638813,0.114196,3.212694,0.361226,0.061198,7.099444,2.16111,0.361116,0.847204,0.251638,7.196816,3.78768,0.846525,2.85167,2.365692,3.361965,0.01871,7.840268,0.108634,3.361763,0.276286,0.016267,4.233207,0.581944,0.27557,61.65334472,1111.070933,695.62226,1158.77,0.17348,0.1669,4.93046,3.51097,4.93046,HCO,2,14,22,pcu
str_m2_o10_o29_pcu_sym.224,3.702481,0.007098,6.526588,0.034703,3.702145,0.850978,0.170482,8.392851,3.073758,0.850794,1.508947,0.467538,7.548835,4.169332,1.507814,2.851503,2.193534,3.083956,1.001736,5.605199,3.25667,3.083619,0.269784,0.087632,4.021493,2.227825,0.268384,57.91810139,1732.43293,987.82492,1081.32,0.19632,0.2073,5.48598,5.09563,5.48598,OEt-H,2,10,29,pcu
str_m5_o2_o25_sra_sym.67,3.343583,0.07537,7.501382,0.492014,3.343385,0.492203,0.112862,7.575625,3.143364,0.492095,0.870015,0.30509,7.114277,4.413955,0.869349,2.85138,2.473568,2.899199,0.02877,6.40284,0.166454,2.899001,0.276554,0.007231,4.115768,0.256588,0.276554,53.11539494,2372.312523,1404.00666,1428.75,0.18878,0.1921,5.60282,3.4099,5.60282,Cl-Et,9,2,25,sra
str_m5_o17_o18_sra_sym.46,3.819612,0.049558,7.85247,0.292761,3.819612,0.968973,0.361847,9.174618,6.313467,0.968973,1.151791,0.443314,9.046107,6.331759,1.151791,2.850639,2.667821,3.104009,0.136651,9.888604,1.329174,3.104009,0.216538,0.052475,5.366817,3.353795,0.216538,72.62918718,3260.478507,1957.64804,0,0.10084,0.1011,4.75986,3.24825,4.31492,Pr-OPr,9,17,18,sra
str_m3_o14_o16_pcu_sym.7,3.101439,0.02637,7.165078,0.187589,3.101039,0.250952,0.044894,6.542734,2.082811,0.250733,0.652495,0.195238,6.77569,3.563668,0.651149,2.850487,2.448944,3.057216,0.173704,7.421498,1.268359,3.056816,0.251769,0.006533,4.119729,0.221436,0.250074,61.52423213,1304.672727,851.353,1146.63,0.19365,0.1787,5.63342,5.27285,5.63342,HCO,3,14,16,pcu
str_m2_o4_o22_pcu_sym.126,3.182227,0.031107,7.906565,0.216971,3.182093,0.33175,0.056204,6.953662,2.111714,0.331677,0.66122,0.184232,7.053067,3.472974,0.660769,2.850477,2.521007,2.864936,0.001685,6.06322,0.017732,2.864802,0.174625,0.003384,4.545741,0.355935,0.174625,83.12484314,1123.837854,839.68306,696.86,0.13735,0.1107,5.29882,3.21922,5.29882,HCO-SO3H,2,4,22,pcu
str_m5_o11_o16_sra_sym.105,3.146676,0.018337,7.590654,0.122824,3.146612,0.297547,0.046572,7.475965,2.114445,0.297512,0.570395,0.105589,7.784711,2.578294,0.570177,2.849129,2.576281,2.434611,0.005541,7.288003,0.042589,2.434546,0.181344,0.000217,4.490655,0.028762,0.181344,68.0218943,1887.935042,1136.46732,886.37,0.14943,0.1495,4.4306,3.38793,4.28868,OMe,9,11,16,sra
str_m5_o11_o16_sra_sym.181,3.362002,0.025517,8.436507,0.197437,3.362002,0.513411,0.090234,7.847462,2.504874,0.513411,0.854722,0.273398,8.437991,4.873035,0.854722,2.848591,2.50728,3.283259,0.020382,5.850157,0.085141,3.283259,0.149192,0.001331,4.629159,0.107771,0.149192,111.501816,1885.249706,1164.52048,0,0.12922,0.126,4.18554,2.82979,4.18554,OH-Et,9,11,16,sra
str_m2_o10_o29_pcu_sym.150,3.571432,1.149197,6.876282,4.044127,3.571004,0.722969,0.127064,7.458102,2.368011,0.722735,1.207544,0.34778,6.052415,3.013519,1.206103,2.848463,2.363888,3.396649,0.470639,6.25551,1.569416,3.396221,0.337872,0.046815,3.606114,0.835217,0.336147,50.93552667,1736.357813,1057.51192,1714.81,0.24043,0.2377,5.51716,5.11967,5.51716,Br,2,10,29,pcu
str_m5_o18_o24_sra_sym.71,3.454693,0.063331,8.284522,0.454932,3.454693,0.606847,0.155487,8.192432,3.828493,0.606847,0.901443,0.277434,8.256814,4.57716,0.901443,2.847846,2.55325,3.067993,0.035668,7.640044,0.272271,3.067993,0.11808,0.005147,4.433806,0.461349,0.11808,131.6437827,2108.81292,1326.669,0,0.12523,0.1199,3.92005,2.82871,3.92005,CN,9,18,24,sra
str_m2_o41_o41_fof_sym.80,3.249559,0.034776,6.946595,0.229883,3.248845,0.402261,0.082982,6.516318,2.390864,0.40187,0.946356,0.281088,6.280342,3.243255,0.94395,2.847298,2.303203,3.173204,0.001324,6.566691,0.042543,3.172489,0.416341,0.007153,4.235597,1.097129,0.413166,38.61634317,3935.502227,2273.06964,1605.97,0.25793,0.2689,7.80214,4.26427,7.69128,Pr-H,2,41,41,fof
str_m5_o16_o16_sra_sym.65,3.274112,0.002718,7.689698,0.03787,3.273996,0.427112,0.095531,7.512261,3.03781,0.427049,0.773408,0.253245,7.463261,4.350074,0.77302,2.847,2.500704,2.971009,0.080867,6.926774,0.524142,2.970894,0.213318,0.02041,4.096878,0.740097,0.212984,70.56653572,2427.005526,1640.27712,1019.81,0.17994,0.1603,4.68038,3.86695,4.6802,Br,9,16,16,sra
str_m5_o13_o18_sra_sym.55,3.313193,0.023921,7.651925,0.157251,3.313193,0.466434,0.12771,8.614562,4.322315,0.466434,0.759953,0.276583,8.25093,5.408407,0.759953,2.846759,2.55324,3.046343,0.14053,8.657528,1.188298,3.046343,0.155417,0.003872,4.876956,0.39421,0.155417,99.31220223,2509.726111,1700.8004,0,0.10861,0.0965,4.26124,2.89481,4.11217,NH2-OH,9,13,18,sra
str_m3_o14_o16_pcu_sym.224,3.283211,0.015256,7.316589,0.103852,3.283049,0.436502,0.108412,7.346486,3.290895,0.436413,0.76325,0.248502,7.389482,4.277381,0.762704,2.846709,2.519961,3.011632,0.045507,7.466806,0.335742,3.011471,0.217919,0.000983,4.281386,0.508091,0.217333,70.02113385,1311.652869,864.37336,942.98,0.16271,0.1487,4.93045,4.03249,4.9282,NO2-SO3H,3,14,16,pcu
str_m7_o9_o11_bcu_sym.27,3.121131,0.019935,7.010862,0.130899,3.121131,0.275375,0.052669,6.875005,2.353921,0.275375,0.735357,0.282168,6.766092,4.562659,0.735357,2.845756,2.385774,2.905986,0.053145,6.831459,0.369862,2.905986,0.294935,0.023698,4.478143,1.077755,0.294935,49.9217197,2609.552319,1557.2111,0,0.17056,0.1721,7.53188,2.24913,7.53188,CN-OH,12,9,11,bcu
str_m5_o2_o19_sra_sym.167,3.311901,0.083229,8.164716,0.625914,3.311901,0.467123,0.096362,7.806779,2.923277,0.467123,0.8172,0.261396,8.094399,4.653227,0.8172,2.844778,2.494701,3.305397,0.055482,7.872731,0.372972,3.305397,0.129021,0.000606,4.563397,0.160099,0.129021,129.8032475,1820.992522,1248.34208,0,0.13499,0.1186,4.00345,3.19145,3.9982,H-NO2,9,2,19,sra
str_m5_o16_o19_sra_sym.69,3.44464,0.022569,7.064234,0.141122,3.444371,0.601079,0.134442,7.584496,3.070123,0.600931,0.894416,0.240496,7.415957,3.546738,0.89351,2.843561,2.550224,3.176245,0.052772,7.375957,0.372234,3.175976,0.290325,0.010352,4.565725,0.718994,0.289478,55.43089526,2083.038341,1152.51132,1821.22,0.22643,0.2464,4.94358,3.68221,4.79296,H-Pr,9,16,19,sra
str_m2_o10_o29_pcu_sym.108,4.075536,0.003879,7.075483,0.023534,4.075254,1.232068,0.315682,8.832314,4.156395,1.231913,1.659814,0.558251,7.682652,4.615795,1.658864,2.843468,2.415722,4.155701,0.035459,7.268723,0.186727,4.155419,0.315314,0.001222,4.309102,0.141822,0.314159,66.77645691,1745.307233,1051.91172,885.75,0.179,0.1789,5.93205,4.69162,5.93205,Ph,2,10,29,pcu
str_m5_o18_o18_sra_sym.11,3.284523,0.000492,7.301251,0.011262,3.284464,0.441074,0.104797,8.356916,3.628338,0.441042,0.722187,0.199485,7.750598,3.82839,0.72199,2.843449,2.562336,3.070729,0.091791,8.057709,0.647543,3.070671,0.359694,0.023622,4.954329,0.856672,0.359694,43.25443368,2553.388693,1668.851306,615.34,0.12296,0.1133,4.37082,3.48825,4.37082,F,9,18,18,sra
str_m2_o40_o41_fof_sym.57,3.167894,0.061394,6.805815,0.402474,3.166954,0.324662,0.074445,5.887966,2.369405,0.324148,0.879712,0.336605,6.673734,4.479087,0.876547,2.843232,2.288182,2.695593,0.036315,6.679929,0.270811,2.694653,0.420682,0.00594,3.886284,0.219733,0.420682,32.4655469,7818.411325,4297.86176,1814.55,0.28955,0.3172,9.15113,3.5427,9.13362,Et-H,2,40,41,fof
str_m5_o11_o18_sra_sym.177,3.551623,0.00561,7.876544,0.042183,3.551623,0.708532,0.219534,8.21752,4.64528,0.708532,1.160616,0.42999,8.235376,5.494022,1.160616,2.843091,2.391007,3.142339,0.031589,8.966135,0.314727,3.142339,0.163632,0.030337,4.744602,2.210068,0.163632,97.29872071,2273.297861,1408.84928,0,0.11541,0.1121,4.27314,2.80659,3.95505,H-OPr,9,11,18,sra
str_m3_o10_o17_pcu_sym.63,3.364899,0.364035,7.544529,1.504292,3.364643,0.522206,0.107725,7.19387,2.670405,0.522067,0.963902,0.277609,7.174949,3.660111,0.963043,2.842693,2.400997,3.350644,0.012711,6.577776,0.05777,3.350389,0.372776,0.015921,3.825529,0.311938,0.371841,45.54101194,987.79775,619.2056,1336.33,0.19502,0.1874,4.60693,3.72046,4.4694,Et,3,10,17,pcu
str_m4_o22_o22_acs_sym.14,3.352064,0.04918,8.628406,0.377851,3.351943,0.50941,0.168653,7.79365,4.682918,0.509344,0.863393,0.329442,7.968074,5.454389,0.862985,2.842654,2.488671,2.953128,0.087312,8.146758,0.720439,2.953007,0.184036,0.017627,4.858326,1.036183,0.184036,81.30211046,4199.347731,3362.60216,585,0.12028,0.0905,5.6898,3.53508,5.6898,SO3H,4,22,22,acs
str_m4_o22_o22_acs_sym.71,3.151538,0.047355,8.501548,0.413354,3.151351,0.309073,0.062841,7.257688,2.657961,0.308971,0.71058,0.27189,7.447423,5.071162,0.709951,2.842465,2.440958,2.755751,0.043577,7.428824,0.320091,2.755564,0.197535,0.019985,4.569129,0.95446,0.19676,70.68353321,4153.443336,3222.3396,665.96,0.13547,0.1052,5.99235,4.44318,5.99235,NO2,4,22,22,acs
str_m3_o12_o18_pcu_sym.142,3.212906,0.031358,7.778351,0.228701,3.212906,0.370553,0.063955,7.156208,2.22124,0.370553,0.717191,0.172354,6.988342,2.964388,0.717191,2.842353,2.495715,2.933709,0.083782,7.95576,0.697309,2.933709,0.221857,0.000587,4.839337,0.164274,0.221857,66.99867753,1464.249479,897.6352,0,0.12635,0.1241,5.73829,3.11531,5.49254,OEt-Pr,3,12,18,pcu
str_m5_o2_o18_sra_sym.41,4.005183,0.034301,9.532916,0.236849,4.005183,1.163955,0.43589,9.34769,6.460959,1.163955,1.644069,0.620349,9.447362,6.510103,1.644069,2.841228,2.361114,3.231876,0.277694,9.612347,2.429216,3.231876,0.088187,0.01465,5.515774,2.881571,0.088187,185.6831324,2115.835755,1562.59048,0,0.07439,0.0607,3.6617,2.47769,3.66159,Cl,9,2,18,sra
str_m3_o5_o29_pcu_sym.34,3.225492,1.159629,6.85456,4.502895,3.225109,0.384397,0.043275,7.063794,1.428047,0.384187,0.786913,0.155282,6.449227,2.22136,0.785623,2.841095,2.438579,2.956164,0.003144,6.866501,0.021711,2.955781,0.385302,0.000822,3.80116,0.029962,0.383864,38.87313744,1964.408424,1019.45996,1941.37,0.24719,0.2868,5.8441,4.27976,5.76418,OMe,3,5,29,pcu
str_m5_o2_o18_sra_sym.18,3.706991,0.096147,10.503197,0.839506,3.706991,0.867063,0.298764,9.251607,5.878539,0.867063,0.8973,0.332435,9.786261,6.643178,0.8973,2.839928,2.809691,2.807373,0.180015,10.45561,2.025559,2.807373,0.06666,0.00147,5.031904,0.300495,0.06666,213.3816862,2147.628259,1608.91176,0,0.06284,0.0505,3.56486,2.42912,3.56247,OH-OMe,9,2,18,sra
str_m4_o22_o22_acs_sym.79,3.241938,0.099104,7.927568,0.70949,3.241733,0.402061,0.122896,7.069947,3.881081,0.401948,0.704078,0.225212,7.0371,3.976836,0.703386,2.839877,2.53786,3.215117,0.104904,7.003613,0.625261,3.214912,0.269305,0.015836,4.430383,0.665783,0.268459,60.48876231,4188.388954,3180.1296,782.58,0.15154,0.1202,6.02911,4.29561,6.02911,Cl,4,22,22,acs
str_m2_o14_o17_pcu_sym.23,3.14629,0.016548,7.032876,0.116233,3.145938,0.306832,0.051983,6.693675,2.023621,0.306639,0.650759,0.147393,6.572521,2.605496,0.649572,2.839458,2.495531,2.91745,0.011429,7.149331,0.097351,2.917097,0.374464,0.008118,4.20365,0.167743,0.373067,39.47441321,1579.780208,962.7344,1618.38,0.22373,0.2211,5.35202,3.88409,5.35202,NH2-OH,2,14,17,pcu
str_m5_o10_o28_sra_sym.161,3.069823,0.14109,8.282136,1.178932,3.069625,0.230391,0.037555,6.482479,1.878184,0.230283,0.552118,0.160277,6.769769,3.453952,0.551452,2.839432,2.517705,2.881081,0.073277,6.99337,0.524341,2.880884,0.161686,0.002148,4.003702,0.193505,0.160876,90.28287586,2808.202485,1805.76688,797.79,0.16761,0.157,5.76882,5.19301,5.7634,NO2-Ph,9,10,28,sra
str_m3_o10_o29_pcu_sym.158,3.160977,1.151754,6.262958,4.132478,3.160186,0.321793,0.040682,6.134297,1.368638,0.32136,0.976211,0.15597,6.278348,1.743944,0.973548,2.839184,2.184766,3.225065,1.121971,6.213167,3.910977,3.224274,0.511723,0.178024,3.83252,2.254566,0.508386,31.93198143,1832.274839,935.3866,2684.66,0.29177,0.3442,6.23224,5.13926,6.22589,OH-H,3,10,29,pcu
str_m5_o11_o18_sra_sym.11,3.249254,0.019115,7.468164,0.125807,3.249164,0.410212,0.072096,7.110955,2.245987,0.410163,0.834805,0.251602,7.074847,3.769869,0.8345,2.839042,2.414449,3.404251,0.236601,7.381993,1.465973,3.40416,0.194863,0.004505,4.372967,0.236705,0.194632,88.5145208,2260.960603,1352.57072,972.94,0.16495,0.1661,4.16042,3.31014,4.07262,HCO-OH,9,11,18,sra
str_m5_o18_o24_sra_sym.97,3.218979,0.127703,7.884452,0.91363,3.218979,0.380082,0.08393,7.640636,3.055845,0.380082,0.734504,0.202887,7.443496,3.658733,0.734504,2.838897,2.484475,2.824821,0.045928,8.14928,0.409338,2.824821,0.162423,0.005665,4.43584,0.304007,0.162423,88.11822464,2113.994291,1434.4422,0,0.13816,0.1226,4.58527,2.83706,3.99032,Br,9,18,24,sra
str_m3_o10_o17_pcu_sym.222,3.549368,0.048417,7.956568,0.316818,3.549368,0.710684,0.127136,7.94435,2.58429,0.710684,1.116612,0.313772,7.609693,3.815456,1.116612,2.838684,2.432756,3.140642,0.005644,7.135782,0.033798,3.140642,0.392344,0.001679,4.519261,0.051605,0.392344,40.55774049,985.441261,619.2056,0,0.16642,0.1595,4.59317,3.07353,4.59317,Me,3,10,17,pcu
